1A_SA,951729718
1A_SA,271312786
1A_SA,952224470
1A_SA,952218662
1A_SA,952047270
1A_SA,951938198
1A_SA,951730326
1A_SA,952156630
1B_ES,951937302
1B_ES,952231718
1B_ES,952163222
1B_ES,952019814
1B_ES,951929526
1B_ES,789460445
1B_ES,952217286
1B_ES,951729126
1B_ES,271257170
1B_ES,952039894
1B_ES,952217958
1B_ES,952012662
1B_ES,952017702
1B_ES,951637446
1B_ES,952046630
1B_ES,951753638
1B_ES,952224454
1B_ES,952011030
1B_ES,951747702
1B_ES,951637382
1B_ES,952162454
1B_ES,951730118
1B_ES,952053190
1B_ES,536957238
1C_NA,952225030
1C_NA,952012102
1C_NA,951747734
1C_NA,952010790
1C_NA,952217190
1C_NA,952156214
1C_NA,952059590
1C_NA,952108870
1C_NA,952011094
1C_NA,951748310
1C_NA,952223046
1C_NA,951730454
1C_NA,952011942
1C_NA,952025622
1C_NA,271247058
1C_NA,951747030
1C_NA,952046790
1C_NA,951748438
1C_NA,271262818
1C_NA,951747318
1C_NA,952046038
1C_NA,952025158
1C_NA,952224342
1C_NA,952218406
1C_NA,537012518
1C_NA,537041590
1C_NA,537010870
1C_NA,537011894
1C_NA,537126646
1C_NA,536957126
1C_NA,536956534
1D_TE,536956294
1D_TE,537047302
1D_TE,536960326
1D_TE,536957366
1D_TE,536956086
1D_TE,537058758
1D_TE,537045574
1D_TE,537040838
1D_TE,537004038
1D_TE,537041366
1D_TE,537043270
1D_TE,537059590
1D_TE,537058342
1D_TE,536961318
1D_TE,537046022
1D_TE,537009334
1D_TE,536960902
1D_TE,537059270
1D_TE,537042534
1D_TE,536956390
1D_TE,537040726
1D_TE,537052454
1D_TE,537011718
1D_TE,537009318
1D_TE,537053430
1D_TE,537052726
1D_TE,537047222
1D_TE,536960534
1D_TE,537009942
1D_TE,536955414
1D_TE,537043174
1D_TE,537040630
1E_EE,537058854
1E_EE,537057142
1E_EE,536960790
1E_EE,537056998
1E_EE,537057014
1E_EE,536961222
1E_EE,537040982
1E_EE,537057494
1E_EE,537059126
1E_EE,537059222
1E_EE,537011734
1E_EE,537040950
1E_EE,537053462
1E_EE,537047238
1E_EE,536956582
1E_EE,537009206
1E_EE,536960422
1E_EE,536960470
1E_EE,537010246
1E_EE,536960870
1E_EE,537053318
1E_EE,536956694
1E_EE,537041110
1E_EE,536956134
1E_EE,537045254
1E_EE,537010950
1E_EE,536955798
1E_EE,537057638
1E_EE,537057334
1E_EE,537009142
1E_EE,537043030
1E_EE,537057590
1F_TE,537059542
1F_TE,536961542
1F_TE,537057158
1F_TE,537012614
1F_TE,537043238
1F_TE,536960678
1F_TE,537057062
1F_TE,537058182
1F_TE,537052502
1F_TE,537009526
1F_TE,537040390
1F_TE,537009974
1F_TE,537058534
1F_TE,536961286
1F_TE,536955606
1F_TE,537010822
1F_TE,537041462
1F_TE,537045446
1F_TE,536955782
1F_TE,537043206
1F_TE,537047366
1F_TE,536955814
1F_TE,537041350
1F_TE,537058118
1F_TE,536956966
1F_TE,537058166
1F_TE,537047830
1F_TE,537041494
1F_TE,952224166
1F_TE,951937030
1F_TE,952224582
1F_TE,952051846
1G_TE,952225670
1G_TE,952100310
1G_TE,952060950
1G_TE,952108566
1G_TE,952025094
1G_TE,952012086
1G_TE,952163062
1G_TE,952059990
1G_TE,952017718
1G_TE,952045654
1G_TE,952156310
1G_TE,952162934
1G_TE,952231734
1G_TE,952038214
1G_TE,952238406
1G_TE,951638454
1G_TE,951638278
1G_TE,951728726
1G_TE,952060246
1G_TE,952155750
1G_TE,952218342
1G_TE,951936454
1G_TE,952010774
1G_TE,952232214
1G_TE,952224966
1G_TE,952004710
1G_TE,951728758
1G_TE,952059574
1G_TE,952039766
1G_TE,951637942
1G_TE,952024406
